date,username,text
3/3/2023 23:14,LisaDietlin,Enjoyed appearing on  Business First AM with @AngieMiles talking about how to help the victims of the earthquakes in Turkey and Syria! #TurkeySyriaEarthquake #charity #makingadifference
3/4/2023 3:29,SathishArya,"In Turkey, the earthquakes were followed by more than 2,100 aftershocks.

The seismic sequence was the result of shallow strike-slip faulting.

Here's a visual with all the significant earthquakes between 1900 and 2000. 

#TurkeyEarthquake  #SyriaEarthquake  #japanearthquake https://t.co/nWF49XfJlD"
3/4/2023 6:00,serdal_ikinci,"@updatesofHC @CavillSupport We appreciate that Henry Cavill provided $1 million in aid for the earthquake victims in Turkey and Syria.
Real Superman, not imaginary.
Modest, Generous and Good Hearted Man.

#HenryCavill 👏 #Superman ❤

#TurkeyEarthquake #earthquake
#Turkey 🇹🇷 #Syria 🇸🇾 https://t.co/uFAczUSyPS"
3/4/2023 11:30,salslovespink,"Check out dazed's video! #TikTok https://t.co/SgNMPDB1Cj
50,000 dead in Turkey/Syria earthquakes/millions homeless. And yet this narcissistic,elitist nonsense carries on regardless #TurkeyEarthquake #ParisFashionWeek2023 #UNHCR"
3/4/2023 11:33,thenewsdrum,"Indian Americans raise over USD 300K for Turkiye and Syria earthquake relief victims

#India #America #Syria #Turkey #Earthquake #Relief #BAPS #TurkeySyriaEarthquake 
https://t.co/ZONkb7NrSr"
3/4/2023 12:09,DhakaTribune,"The earthquake that struck on February 6 hit Turkey and Syria, devastating scores of cities and killing more than 50,000 people in both countries

Want to read more? Click in the link below 👇
https://t.co/Nqd7ZjBiLN

#TurkeySyriaearthquake #WorldBank #Earthquake https://t.co/ZkAGUnLIRH"
3/4/2023 16:00,MatwprojectC,"Give hope to those who have lost everything.

Donate @ https://t.co/oLD6lYTFSi 

#earthquakerelief #earthquake #turkeysyriaearthquake #turkey #syria #donate #help #emergency #emergencysupport https://t.co/WgcmkxM86K"
3/5/2023 0:25,skadefron,"Turkish rescue team successfully saves a dog after being trapped under the rubble for 25 days following the devastating #earthquakes that leveled buildings throughout southern #Turkey and northern #Syria
#TurkeySyriaEarthquake #TurkeySyriaEarthquake2023 https://t.co/l8TD79ZiOG"
3/5/2023 3:12,eng_hamoudah,"Our latest virtual mini documentary reflecting the story of Turkey and Syria earthquake..
Many thanks for the best team ever who helped translate it into life

#Alarabiya #virtualreality #virtual #ue5 #storytelling #minidocumentary #artdirection #TurkeyEarthquake #syriaearthquake"
3/5/2023 11:48,MgkyawSoe7737,"A very scary scene of the earthquake of northern Kurdistan and Turkey Someone is just screaming: mom mom.
 #earthquaketurkey #syriaearthquake #Syria #TurkeySyriaEarthquake #turkeyearthquake2023 #KurdistanEarthquake #SyriaNeedsHelp #earthquakeinturkeyandsyria #EarthSpark #Turkiye https://t.co/B3UdNTb1Ng"
3/5/2023 15:34,FiveSomalitv,"The Federal Government of Somalia is today set to hand over the aid of the Gov't and the #Somali people to participate in the relief efforts of the devastating #earthquake that hit #Turkey and #Syria last month.
#Turkeyearthquake https://t.co/H7zfIkSHww"
3/5/2023 15:47,albertjuga,"Amidst the devastating earthquake in Turkey and Syria, UAE extends a helping hand to those in need. Proud to witness such acts of kindness and generosity during these trying times. #UAEaid #TurkeyEarthquake #SyriaEarthquake https://t.co/jqFlmxdmzn"
3/5/2023 18:17,oltsport_,"Cristiano Ronaldo sent aid planes for earthquake victims in Turkey and Syria. Portuguese star;  He also paid for bedding, blankets, tents, baby food and medical supplies.  

#TurkeySyriaEarthquake 
#PrayForTurkey https://t.co/lIo4d3SIYz"
3/5/2023 20:24,InsideSportIND,"Cristiano Ronaldo sent a plane loaded with tents, food parcels, pillows, blankets, baby food, milk and medical supplies to help victims of the earthquake that struck Syria and Turkey.

#CristianoRonaldo #TurkeyEarthquake  #Football https://t.co/sVHtxkW0Kl"
3/5/2023 20:58,Jerusalem_Post,"The casualties from the deadly earthquake in Turkey rose to 45,968, and around 10% of those accounted for are Syrian.

But the full extent of the earthquake is still unclear.

Analysis by @sfrantzman | #earthquake | #TurkeySyriaEarthquake | #Syria

https://t.co/aPNbVHc9Ew"
3/5/2023 20:59,EFootball97,"Cristiano Ronaldo sent a plane loaded with tents, food parcels, pillows, blankets, baby food, milk and medical supplies to help victims of the earthquake that struck Syria and Turkey.👏

[ Daily Mail Sport ]

#cristianoronaldo #TurkeyEarthquake https://t.co/YpXY9BojM3"
3/5/2023 21:01,GiuseppeLepera5,"Mentre i paesi occidentali hanno già dimenticato le popolazioni di Siria e Turchia colpite dal terremoto, Cristiano Ronaldo dà una lezione di stile.
Chapeau!!
👏👏👏
#CristianoRonaldo𓃵 #CR7 #earthquake #TurkeySyriaEarthquake #Turchia #Turkey #Siria #Syria"
3/5/2023 21:07,linkingupderby,"Hi All

The brothers from Derby are raising money towards building new homes for those who have lost loved ones and their homes in Turkey and Syria

#TikTok #TurkeySyriaEarthquake
#syriaearthquake #Muslims #charity #Ramadaniscoming 
⤵️⤵️💚
 https://t.co/7QlsFFPF6x"
3/5/2023 21:56,naimal_imtiaz,"#CristianoRonaldo sent an entire plane load of supplies, including tents, food packages, pillows and blankets, beds, baby food, and milk, and medical equipment, to help the victims of the tragic earthquake that struck #Turkey and #Syria.

#Ronaldo #CR7𓃵  #TurkeySyriaEarthquake https://t.co/Jlf1mEjxdl"
3/6/2023 0:56,fifabiblenews,"Cristiano Ronaldo sent a plane filled with care items such as food, blankets parcels, pillows, tents, baby food, milk &amp; medical supplies to help victims of the earthquake in Syria and Turkey.

L.E.G.E.N.D

#Ronaldo𓃵  #TurkeySyriaEarthquake #fifabible https://t.co/GANvziaT6M"
3/6/2023 2:06,Aadii0077,"Cristiano Ronaldo Sent a Plane ✈ Filled with Care Items Such as Food, Blankets Parcels, Pillows, Tents, Baby Food, Milk &amp; Medical Supplies to Help Victims of the Earthquake in Syria 🇸🇾 &amp; Turkey 🇹🇷.
〽️❤️
#CristianoRonaldo #Ronaldo #TurkeySyriaEarthquake https://t.co/OJYKKkg3oI"
3/6/2023 2:42,EnvisionPak,"Amid the heartbreaking aftermath of the devastating earthquakes that hit Turkey and Syria, there is a glimmer of hope. 

#TurkeyEarthquake #SyriaEarthquake #QatarAid #WorldCupHomes #HopeForSurvivors https://t.co/so0dDeT4OF"
3/6/2023 3:05,Bigtopgist,"Cristiano Ronaldo has “sent a plane loaded with tents, food parcels, pillows, blankets, baby food, milk, medical supplies to help victims in Syria and Turkey”, That's so kind of him ❤

Thank you Cristiano.❤️🙏🕊️
#Ronaldo𓃵
#CR7𓃵
#Syria_earthquake #TurkeySyriaEarthquake https://t.co/yJJqgy30Qe"
3/6/2023 3:20,barborass2087,"Devastation in Turkey and Syria: The Aftermath of a Deadly Earthquake.

Click on the link to watch the video:
https://t.co/NSkY9Bg6IH

#TurkeySyriaEarthquake #Turkey #TurkeyQuake #WorldNews #turkiyeearthquake #disaster #SAD https://t.co/q37TH9rSuI"
3/6/2023 3:40,KamalLiyaqat,"Footballer Cristiano Ronaldo has sent a plane full of food, hygiene products and tents to the victims of Turkey and Syria earthquake.

#TurkeyEarthquake #syriaearthquake #CristianoRolando https://t.co/d7h08IfTgl"
3/6/2023 5:23,ETarkeen,"Aftab Khokhar Met With Pakistani Community To Support Earthquake Affectees Of Turkey And Syria https://t.co/vKl8xMKWNB 
@KhokherAftab @PakinAustria @ForeignOfficePk @advocateamir433 

#earthquaketurkey #syriaearthquake #Syria #TurkeySyriaEarthquake #Turkey"
3/6/2023 7:05,BarbadianKnight,"Sending a plane full of care items to earthquake victims in Syria and Turkey is an act of generosity that inspires us all. Thank you, @Cristiano, for being a role model and using your platform to make a positive impact in the world. #CristianoRonaldo #TurkeySyriaEarthquake"
3/6/2023 8:33,DistinctPost,"Cristiano Ronaldo sends plane full of care items to aid victims of Turkey &amp; Syria earthquakes 
#CristianoRolando #TurkeySyriaEarthquake #victims #charity 
https://t.co/UK1rk03oCk"
3/6/2023 12:01,latestly,"Cristiano Ronaldo, Al-Nassr Forward, Sends Relief Items to Turkey and Syria Earthquake Victims

@Cristiano #CristianoRonaldo𓃵 #TurkeySyriaEarthquake 

https://t.co/jc0ZWKP6pB"
3/6/2023 12:14,a3o1k4i514,"(1/2) A month has passed in 6th since the earthquake that occurred in southern  Turkey. The number of deaths so far has exceeded 50,000, including that of neighboring Syria, and many residents are still forced to evacuate, 
#TurkeySyriaEarthquake 
https://t.co/K00tMjVOkP"
3/6/2023 12:36,tea_news_tr,"Hatay, which borders northwest Syria, was the worst-hit province in Turkey in the massive earthquakes that hit both countries on Feb. 6, killing more than 51,000 people and leaving millions sheltering in tents.
 
#earthquakes #Hatay #TurkeySyriaEarthquake"
3/6/2023 14:30,editorji,"Portuguese star Cristiano Ronaldo has reportedly made donations worth $350,000 towards the victims of the Turkey-Syria earthquake.

Read for more details..
#CR7 #Ronaldo #TurkeyEarthquake

https://t.co/xgP2KNhdpF"
3/6/2023 16:24,YesimCandan,Een maand na de aardbeving. Om de slachtoffers van de aardbeving te herdenken; een kaars bij het raam laten branden voor de komende 10 dagen. #TurkeyEarthquake #Turkey #Syria #earthquake 🕯️ https://t.co/TecqFwZonM
3/6/2023 18:12,TIMOFFICIAL94,"Earthquakes with magnitudes of 7.8 and 7.6 left more than 44,000 people dead in Turkey and over 50,000 across Syria last month; Cristiano Ronaldo has paid for tents, food packages, pillows and blankets
https://t.co/DE4ULsLdHi
#turkeysyriaearthquake
#cristianoronaldo  #earthquake https://t.co/2eWKvcs2Lc"
3/6/2023 20:06,illapenboyNEW,"#CristianoRonaldo𓃵 has sent a plane load of care items to the victims of recent earthquakes in Syria and Turkey.

He has paid for tents, medical supplies, warm clothes, bedding, food and baby supplies to boost the aid effort 🙏

#turkeyearthquake #syriaearthquake  #CR7 https://t.co/NHIangFKaA"
3/6/2023 21:00,TheSiasatDaily,"In a humanitarian gesture, Portuguese and Saudi #AlNassr star #CristianoRonaldo has sent a plane of care items to the victims affected by the #earthquake in #Syria and #Turkey. https://t.co/iezyKYaIQO #TurkeyEarthquake"
3/6/2023 21:12,AhmedShelbaya,"We're sending more than 1,000 battery back-up units to our colleagues in Turkey.
 
The units will then be distributed to victims of the earthquake through the emergency tent areas and mobile shops in the region.

#TurkeyEarthquake #SyriaEarthquake"
3/6/2023 22:20,PhotoNewsPk,"#CristianoRonaldo𓃵  sends plane with aid for #Turkey , #Syria , earthquake victims 

#CristianoRonaldo #CristianoRolando @Cristiano #AlNassr #TurkeySyriaEarthquake #TurkeyEarthquake #Syria_earthquake #syriaearthquake 

https://t.co/YipWgKl8RE"
3/6/2023 22:34,UpdateTimes1,"Footballer Cristiano Ronaldo has sent a plane loaded with relief items to the earthquake victims of Turkey and Syria.
#CristianoRonaldo #TurkeySyriaEarthquake #Disney https://t.co/g5v08Lpt2G"
3/6/2023 22:44,PrinceBishops,"Co-Op team CHARITY FUNDRAISER! 
Karen from the Co Op Bank in Prince Bishops Place has set up a jumble sale table and all monies go to the Turkey and Syria earthquake appeal, make sure to call in and take a look!
#TurkeySyriaEarthquake  #cooperativebank https://t.co/2ER9PczTcp"
3/6/2023 23:00,streetchildus,"It’s been 1 month since an #earthquake in #Turkey &amp; #Syria killed more than 50,000 people &amp; devastated millions more. 

100% of your donation will reach children &amp; families who are rebuilding their lives. https://t.co/USId0uMB0J

#turkiye #turkeyearthquake #syriaearthquake https://t.co/SrxaE0Eins"
3/6/2023 23:27,Sarah4985,May Allah SWT reward @Cristiano for helping vitamins in Syria and Turkey. He's such a gem ❤️ #TurkeyEarthquake #syriaearthquake #CR7 #CristianoRonaldo𓃵 #CR7𓃵 https://t.co/PcOFJxbuhR
3/7/2023 1:17,DaneenKhizar,A true leader is one who serves! 🌟 UAE President and his family demonstrated exceptional leadership by volunteering at Emirates Red Crescent to pack aid for the victims of the recent earthquakes in Turkey and Syria. @MohamedBinZayed @UAEAid #TurkeySyriaEarthquake https://t.co/Gdpq8AZA1R
3/7/2023 2:18,simintl,"A month on from the devastating #earthquakes, we #thankGod for people’s generous financial support to the relief efforts. Find out how to support God’s #ministry to those affected in #Turkey and #Syria: https://t.co/EEB1bJ1xCE. 🇹🇷🇸🇾

#TurkeyEarthquake #TurkeySyriaEarthquake https://t.co/2Ffmlvpjv5"
3/7/2023 2:50,1postings,"Cristiano Ronaldo: Sents massive support amid the devastating earthquake that struck North Turkey and Syria https://t.co/7DomeCODLp via @1postings @Cristiano @blacctbwoy_ 

#CR7𓃵 #TurkeyEarthquake"
3/7/2023 2:54,EdRudiger,"Today in the Mission Yearbook - PC(USA) offers assistance for the people of earthquake-ravaged Syria and Turkey #missionyearbook #TurkeySyriaEarthquake #PCUSA 
https://t.co/eWiIFP3Ve2 https://t.co/Qq79wm5HjH"
3/7/2023 15:38,LogicalIndians,"Ever since two earthquakes struck Turkey-Syria on February 6, at least 52,000 people have died, about 46,100 in Turkey and 6,700 in Syria. Millions have lost their homes, and over 2,14,000 buildings have collapsed or are in danger. 

#TurkeySyriaEarthquake    #SyriaCrisis https://t.co/xYiPSINyIU"
3/7/2023 17:34,NourFaezzz,It's heartening to see UAE President Sheikh Khalifa bin Zayed Al Nahyan and his grandchildren lending a hand to volunteers packing relief supplies for the victims of the Turkey-Syria earthquakes.  #UAE #HumanitarianAid #TurkeySyriaEarthquake
3/7/2023 19:11,DimitriCruz5,"#CristianoRonaldo's impact on and off the pitch is unparalleled. His donation to support the earthquake victims in #Syria and #Turkey shows his commitment to making the world a better place.
#TurkeySyriaEarthquake https://t.co/9ylUNCXA7l"
3/7/2023 21:19,SpecteeInc,"#Rescue efforts turned into #reconstruction one month after the deadly #earthquakes that killed more than 52,000 people in #Turkey and #Syria.

#Turkeyearthquake
(🎥: @helenisuince via Spectee)
Visit AP Video Hub / Reuters Connect / https://t.co/ZacBeDlYm8 for more videos. https://t.co/llAVWcRh1H"
3/7/2023 22:05,The_NewArab,"The damage caused by the devastating earthquakes in Turkey last month is set to surpass $100 billion. 

#TurkeyEarthquake #SyriaEarthquake 

https://t.co/MkJHmFh9eu"
3/7/2023 23:05,soundarc2001,"Damage caused by a devastating earthquake in Turkey will exceed $100 billion, a U.N. 

More than 52,000 people were killed in #Turkey and #Syria by the Feb. 6 earthquakes, with many being crushed or buried in their sleep.

#Earthquake #TurkeySyriaEarthquake https://t.co/UjbsLFQ3Wy"
3/8/2023 3:50,misbar_en,"A coincidence between a tweet claiming that an #earthquake will take place in #Turkey and the February 6 earthquake in Turkey and #Syria has led some to believe that earthquake can be predicted.

Learn more in #Misbar's blog. Link in bio.

#TurkeySyriaEarthquake
#Misinformation https://t.co/dEOXunIq9h"
3/8/2023 11:39,kenhanasaki_jpn,"The Salvation Army brass band will be playing at the front of #Shibuya 109 today and tomorrow, March 8th &amp; 9th, from 6pm~8pm, collecting donations for Turkey and Syria earthquake relief. Please come and visit us to support🎺 #SalvationArmy #TurkeyEarthquake #syriaearthquake"
3/8/2023 11:41,TruthPuke,"#Exclusive: A Month After The Earthquakes In Turkey And Syria, Chaos Still Reigns In The Affected Areas 

#Turkey #Latakia #Aleppo #SyriaEarthquake #Syria #TurkeySyriaEarthquake #TurkeyQuake #TruthPuke
https://t.co/kJOPRMGJsM"
3/8/2023 15:32,RapidPakistan,The United Nations reported on Tuesday that damage from the devastating earthquake that slammed Turkey and Syria last month is believed to have cost more than $100 billion in Turkey alone. #UnitedNations #TurkeyEarthquake #Damage #TrendingNews #rapidpakistan https://t.co/fBt4kfq153
3/8/2023 16:55,Saqlain_Ch_,"And just like that, people have forgotten the damages from the Turkey-Syria earthquake and the heartbreaking loss of over 60,000 lives. 

Lost from the news. Lost from the mainstream media headlines. 

#TurkeyEarthquake"
3/8/2023 20:08,yalla_give,"Our UAE schools and youth are making a difference. Through incredible fundraising efforts, we're supporting the victims of the recent earthquakes in Turkey and Syria. Proud to stand together in solidarity. #TurkeyEarthquake #syriaearthquake #charity #yallagive https://t.co/yFQle0Lqg4"
3/8/2023 23:17,blowjangles,"Save the date!
March 31st
Blowjangles &amp; friends are putting on an evening of music to raise funds for Turkey and Syria following the devastating earthquakes. ALL ticket money plus donations on the night will go straight to British Red Cross

#turkeyearthquake #syriaearthquake https://t.co/kt5OhSep2J"
3/8/2023 23:24,ciftcisabri1,"Kudos to the brave women of Turkey and Syria who have been the most active, helpful, and dedicated in the earthquake zone. #TurkeySyriaEarthquake #InternationalWomensDay"
3/9/2023 4:26,cinarama,"Not all sheroes wear capes, some wear aprons (and go on to raise thousands of pounds for the Turkey/Syria relief), incredibly proud of my colleague Melek Erdal 
#incrediblewomen #internationalwomensday2023 #turkeyearthquake #syriaearthquake https://t.co/RjuWN8fdK0"
3/9/2023 5:39,sacw,Turkey Syria Earthquake: Everyday Misogyny Carries on in Post Quake Lifeworld https://t.co/N7QlqR6BpS #misogyny #TurkeySyriaEarthquake
3/9/2023 6:00,Globalaidsuppo1,"Help the survivors of the Turkey and Syria earthquake https://t.co/BzihxHBRDg
#Turquie #TurkeySyriaEarthquake #TurkeyEarthquake #TurkeyQuake #turkeyearthquake2023 #Syria_earthquake #Syrien #Syrie #Syria https://t.co/JlMbatmdZh"
3/9/2023 13:24,GyaniDhyani,"Around 50k estimated death last month's turkey and syria' earthquakes..
#InternationalWomensDay #TurkeyEarthquake #turkeysyriaearthquakes"
3/9/2023 17:20,MajestyMagazine,The Prince and Princess of Wales are visiting @HayesMuslimC to thank those involved in the aid effort and those who have fundraised to help communities affected by the devastating earthquakes in Turkey and Syria. #TurkeySyriaEarthquake @decappeal https://t.co/6WwEeNcVzF
3/9/2023 18:30,royalnewsss,"NEW:

The Prince and Princess of Wales are visiting @HayesMuslimC to thank those involved in the aid effort and those who have fundraised to help communities affected by the devastating earthquakes in Turkey and Syria. #TurkeySyriaEarthquake @decappeal https://t.co/J4oSx5m0x3"
3/9/2023 21:30,CPWengineering,"CPW staff have generously donated £1,080 to the @decappeal   Turkey-Syria Earthquake Appeal. Well done team!

If you would like to join us in donating, you can do so on the DEC website: https://t.co/U1dIylUfjt

#SendingOurSupport #TurkeySyriaEarthquake #TurkeySyriaAppeal #DEC https://t.co/6QkD1TKgPT"
3/9/2023 22:15,LondonLive,"The Prince and Princess of Wales have praised “amazing” communities fundraising for families left homeless after the devastating earthquakes in Turkey and Syria.

#TurkeySyriaEarthquake https://t.co/Y0pltx8YWy"
3/9/2023 22:34,MSF_canada,"One month after devastating earthquakes first hit #Türkiye (#Turkey) and #Syria, millions of people have been affected. 

In Türkiye, MSF has partnered with local NGOs to contribute to urgent needs in the country. 

#TurkeySyriaEarthquake thread ⬇️ https://t.co/R1pHMvUzPr"
3/9/2023 23:16,bawali_patrkar,The Prince and Princess of Wales visited the Hayes Muslim Centre to thank those involved in the aid effort and those who have fundraised to help communities affected by the devastating earthquakes in Turkey and Syria. #TurkeyEarthquake #TurkeyQuake #Syria_earthquake https://t.co/aEMo5jPNSy
3/9/2023 23:54,BlythEducation,"Some fundraising activities that our campuses did for supporting the earthquake victims in Turkey and Syria 🙏 #fundraising #turkeysyriaearthquake 

Read More - https://t.co/sjRbFDHDkv"
3/10/2023 15:57,ians_india,"""#UN and its specialized agencies have continued delivering aid to #Turkey and #Syria following the devastating Feb 6 quakes that killed more than 53,300 people in two countries."" : Farhan Haq, Deputy Spokesman for UN chief 

#TurkeySyriaEarthquake #Earthquake https://t.co/12DAGIunx3"
3/10/2023 17:43,business_today,"BT #VisualStory | Singers of the popular K-pop band BTS Suga, Jimin and J-Hope have donated generously to help the victims impacted by the Turkey Syria earthquake. | #BTS #SUGA #Jimin #JHOPE #TurkeySyriaEarthquake | 

✍️- @MehakAgarwal15 

https://t.co/iEq0cBQcnp"
3/10/2023 23:35,un121,"A magnitude 4.8 earthquake shook the city of Kayseri, Turkey 

#kayseri #TurkeyEarthquake #Syria https://t.co/TFpBp2EkRu"
3/11/2023 7:11,itoshiki_nanika,"#TurkeyEarthquake 
#Syria_earthquake 
they need containerhouses.
please save them who now live in #emargency tents.
#container #houses 
#turkey #Syria"
3/11/2023 14:03,Mr_John_Harvey_,Deeply depressing report on @BBCBreakfast on failure to get emergency support &amp; aid into NW #Syria after the #SyriaEarthquake/#TurkeyEarthquake... Huge international failure in disparities between aid into #Turkey and and already war-torn #Syria...  #UN https://t.co/jr3htdIgAC
3/11/2023 18:51,dlennard,"TURKEY/SYRIA EARTHQUAKE RELIEF

Thank you so much @marta_gazzola for picking up an edition of ""PRAY"" 😊. This will help feed someone🤎

All proceeds from this collection (🧵) go directly to the NGO's. ALT text for deets.

#TezQuakeAid #TurkeySyriaEarthquake #PHOTOS https://t.co/Jouz1qccLd"
3/11/2023 19:12,SongwriterAndy,"My new song  about the recent #earthquake in #Turkey / #Syria The UN estimate 1.5million people have been made homeless.
Please continue to give generously the need is massive. Link to #donate in the comment below. 
https://t.co/h1XMK9IDEt
#syrianeedshelp
#TurkeySyriaEarthquake"
3/11/2023 21:25,CCNTHackney,Just want to congratulate our CCN Sultan on raising money for the disaster relief in Turkey and Syria. She cooked and baked and made £664. We’re so proud of you Sultan ❤️👏🏽 @NHSHomerton #TurkeyEarthquake #syriaearthquake
3/12/2023 2:56,mayorofreading,"Today we marked #InternationalWomansDay2023 &amp; fundraised for the survivors of the earthquake that has devastated Turkey and Syria.
Women present had close family &amp; friends affected 💔 
Reading women stand together in solidarity and sisterhood.
#RdgUK #turkeyearthquake https://t.co/aw9DX15mry"
3/12/2023 7:54,_EarthAshesDust,"Quake death toll nears 48,000 in Turkey, 6,000 in Syria
https://t.co/vdqSL4NFRz
Call toll free or text at 833-OBITGUY (833-624-8489)
#earthashesdust #death #dead #RIP #restinpeace #celebrities #turkeyearthquake #syriaearthquake #catastrophe 
https://t.co/bZ2UOZXCx5"
3/12/2023 13:38,DRovera,"The devastating #earthquakes that killed over 50,000 in #Turkey and #Syria are causing residents of Turkey’s largest city #Istanbul to question whether it’s prepared for a major earthquake.  #TurkeyEarthquake #Turkiye - 
 https://t.co/jBA3VKuHKC"
3/12/2023 22:21,Ankita20200,"55000 plus deaths in the Turkey/Syria earthquake 
230,000+ buildings destroyed . Making it one of the deadliest natural disaster in modern history &amp; deadliest in the region since 526AD.
This just happened a several weeks ago.
#TurkeySyriaEarthquake #Turquie #Syria_earthquake https://t.co/pfZatiIbvK"
3/13/2023 0:47,SayabanWelfare,"TURKEY/ SYRIA EARTHQUAKE 🇹🇷

Direct Donation via Bank Account: 
Bank name: LLOYDS
Account Number: 88571863
Sort Code: 30-98-97 

 *Contact* 
07378773818 (Leicester)
07981207279 (London)

#turkeyearthquake  #earthquakeappeal #sayabanwelfare #emergencyaid  #charityorganization https://t.co/xGc48OXjtR"
3/13/2023 2:31,alzapress,"#TurkeyEarthquake  #Turkey  #earthquakes  #TurkeyQuake  #syriaearthquake  #aftershocks 

today: 4.3 in Ceyhan, Adana

this week: 4.8 in Dörtyol, Hatay

this month: 6.3 in Uzunbağ, Hatay

this year: 7.8 in Nurdağı, Gaziantep
#exploremore 🙏👇
https://t.co/PC08wyM9bL https://t.co/qS8kdq7B6T"
3/13/2023 8:17,CanadianmediaA,"Türkiye-Syria quakes: Migration chief hails ‘proud and brave’ citizens of Antakya; https://t.co/33ipyBpElP: #Turkey, #Syria, #TurkeyEarthquake, #SyriaEarthquake, #Earthquake https://t.co/lTLZPX7R5z"
3/13/2023 13:42,nxngchmph17,"Confirmed 55,100 deaths in the Turkey/Syria earthquake 

230,000+ buildings destroyed 

Making it one of the deadliest natural disaster in modern history 

&amp; deadliest in the region since 526AD

Yet nobody in the West mentions it anymore 
#TurkeyQuake #TurkeySyriaEarthquake https://t.co/sClmHlMFQQ"
3/13/2023 14:00,AbdulQa90486638,"On the direction of the government of Khyber Pakhtunkhwa, 8,000 reliefs for the earthquake victims of Turkey and Syria left for Port Qasim.

On the instructions of the provincial government, 20 thousand standard consents have been purchased.
#Oscars #TurkeySyriaEarthquake https://t.co/JaSpKuiI9w"
3/13/2023 16:28,MRubioAgency,"A monologue written by @SabinaWestrup to raise money for the earthquake in Turkey and Syria. Could you vote for her, please? #clap #vote #thankyou #actor #help #turkeysyriaEarthquake 
https://t.co/Pk07O8tnzX"
3/13/2023 17:01,Payzone_UK,"As a Payzone retailer, you can encourage customers to donate to the @decappeal Turkey-Syria Earthquake Appeal by displaying posters in your store. Let customers know they can donate in-store using the Payzone device.

Find out more: https://t.co/5sK1m9MieW

#TurkeySyriaEarthquake https://t.co/N6O3VQXvk4"
3/13/2023 17:04,achopkins1,"#Turkiye #earthquakes UPDATE: official death toll now past 48,000 at 48,448.

Includes 6,660 people of foreign descent (mostly from #Syria, so presumably refugees)

#TurkiyeQuakes #TurkeyEarthquake #TurkeyQuake #Turkey photo @anadoluimages https://t.co/KnIWFFBWtJ"
3/13/2023 17:25,arsalan_mughalz,"1/2) On the direction of the government of Khyber Pakhtunkhwa, 8,000 reliefs for the earthquake victims of Turkey and Syria left for Port Qasim.

On the instructions of the provincial government, 20 thousand standard consents have been purchased
#TurkeyEarthquake #توشہ_خانہ https://t.co/Z4iKUiCSwG"
3/13/2023 18:46,IM_UbaidUllah,"On the instructions of the govt of KP 8,000 razees(Quilters) were sent to Port Qasim for the earthquake victims of Turkey and Syria.
#TurkeySyriaEarthquake #relief #توشہ_خانہ #ImranKhanRally #اوپئی_آزادی_دی_جنگ #زمان_پارک_پہنچو https://t.co/defhnpvFDK"
3/13/2023 20:59,Jeyamkd,"On the direction of the government of Khyber Pakhtunkhwa, 8,000 reliefs for the earthquake victims of Turkey and Syria left for Port Qasim.
#Oscars95 
#Oscars2023 
#daterush 
#TheGlory2 
#yargı 
#MUNSOU 
#crufts2023 
#توشہ_خانہ 
#Argentina1985 #TurkeySyriaEarthquake https://t.co/of3JSPgMVV"
3/13/2023 22:12,zechnernik,"The way how NGOs handled the first response of the earthquake disaster in Turkey-Syria is so impressive. 

In the midst of mayhem, they set up a logistic infrastructure of medical aid, food and shelter for millions of people.
#TurkeyEarthquake"
3/14/2023 0:45,Danishaliktg4,"On the instructions of the Khyber Pakhtunkhwa government, 8,000 quilts for the earthquake victims of Turkey and Syria left for Port Qasim. 20,000 standard quilts have been procured on the instructions of the provincial government. 

#KP360Updates #kp360 #TurkeySyriaEarthquake https://t.co/oMQaQ9DDan"
3/14/2023 2:57,GblEdConnection,"According to a Reuters article posted March 12, more than 54,000 people have died from the recent earthquakes in Syria and Türkiye. The report also states that 115,000 have been injured and millions left homeless. 

#nonprofit
#Turkey
#turkeyearthquake
#donation
#helping https://t.co/ubt5Nm9Zvf"
3/14/2023 5:37,GerdLudwig,"NOW LIVE for just 7 days. Purchase a print of this photograph and over 200 more at https://t.co/cL1YPJAcZL to support earthquake relief efforts in Turkey &amp; Syria.

#sixtwoeditions #earthquaketurkey #turkeyearthquake #syriaearthquake #earthquakesyria #printfundraiser #printsale https://t.co/bXPH8fMGSi"
3/14/2023 5:45,KhanSeial,"On the instructions of the government of Khyber Pakhtunkhwa, 8,000 reliefs for the earthquake victims of Turkey and Syria left for Port Qasim.
#الاتحاد_الفيحاء 
#TurkeySyriaEarthquake 
#TotyMusicAwardsXNuNew 
#HarryStylesinPH 
#TheGlory2 #Jets #wtcfinal 
#KAI_Rover https://t.co/ulacuSBZys"
3/14/2023 7:32,RupinderKGill,"#Turkey &amp; #Syria's #earthquake #rescue teams are in need of our help. There are #organisations everywhere you can #donate too if you are willing. Every #donation is saving lives. ❤🙏 🇹🇷

@BritishRedCross
@Unicef
@DECappeal
@Rescue_UK 
@Savechildrenuk 

#TurkeyEarthquake #Turkiye https://t.co/IJ1JzwWYfi"
3/14/2023 9:15,SajjadKhanSays,"""Under the directive of Khyber Pakhtunkhwa government, 8,000 blankets have been sent to the earthquake-affected people in Turkey and Syria through Port Qasim.

#TurkeySyriaEarthquake 
#Kp360updates https://t.co/AIfYPJQw1X"
