tweet_final,Positive,Negative,Neutral,Compound,Sentiment
scari scene earthquak northern kurdistan turkey someon scream mom mom,0.0,0.231,0.769,-0.4019,negatif
feder govern somalia today set hand aid gov peopl particip relief effort devast hit last month,0.31,0.0,0.69,0.743,positif
amidst devast earthquak turkey syria uae extend help hand need proud wit act kind generos tri time,0.54,0.0,0.46,0.9201,positif
cristiano ronaldo sent aid plane earthquak victim turkey syria portugues star also paid bed blanket tent babi food medic suppli,0.0,0.1,0.9,-0.2732,negatif
cristiano ronaldo sent plane load tent food parcel pillow blanket babi food milk medic suppli help victim earthquak struck syria turkey,0.109,0.165,0.726,-0.1027,negatif
casualti deadli earthquak turkey rose 45 968 around 10 account syrian full extent earthquak still unclear analysi,0.0,0.111,0.889,-0.25,negatif
cristiano ronaldo sent plane load tent food parcel pillow blanket babi food milk medic suppli help victim earthquak struck syria turkey daili mail sport,0.097,0.147,0.755,-0.1027,negatif
mentr paesi occidentali hanno gi dimenticato le popolazioni di siria e turchia colpit dal terremoto cristiano ronaldo una lezion di stile chapeau,0.0,0.0,1.0,0.0,neutral
hi brother derbi rais money toward build new home lost love one home turkey syria,0.215,0.118,0.667,0.4404,positif
sent entir plane load suppli includ tent food packag pillow blanket bed babi food milk medic equip help victim tragic earthquak struck,0.097,0.255,0.647,-0.5267,negatif
cristiano ronaldo sent plane fill care item food blanket parcel pillow tent babi food milk medic suppli help victim earthquak syria turkey l e g e n,0.219,0.078,0.704,0.5859,positif
cristiano ronaldo sent plane fill care item food blanket parcel pillow tent babi food milk medic suppli help victim earthquak syria turkey,0.219,0.078,0.704,0.5859,positif
amid heartbreak aftermath devast earthquak hit turkey syria glimmer hope,0.199,0.253,0.548,-0.2023,negatif
cristiano ronaldo sent plane load tent food parcel pillow blanket babi food milk medic suppli help victim syria turkey kind thank cristiano,0.3,0.073,0.627,0.7579,positif
devast turkey syria aftermath deadli earthquak click link watch video,0.0,0.0,1.0,0.0,neutral
footbal cristiano ronaldo sent plane full food hygien product tent victim turkey syria earthquak,0.0,0.139,0.861,-0.2732,negatif
aftab khokhar met pakistani commun support earthquak affecte turkey syria,0.231,0.0,0.769,0.4019,positif
send plane full care item earthquak victim syria turkey act generos inspir us thank role model use platform make posit impact world,0.213,0.078,0.709,0.5574,positif
cristiano ronaldo send plane full care item aid victim turkey syria earthquak,0.209,0.137,0.654,0.2732,positif
cristiano ronaldo al nassr forward send relief item turkey syria earthquak victim,0.204,0.138,0.658,0.25,positif
1 2 month pass 6th sinc earthquak occur southern turkey number death far exceed 50 000 includ neighbor syria mani resid still forc evacu,0.052,0.155,0.794,-0.5574,negatif
hatay border northwest syria worst hit provinc turkey massiv earthquak hit countri feb 6 kill 51 000 peopl leav million shelter tent,0.0,0.317,0.683,-0.8689,negatif
portugues star cristiano ronaldo reportedli made donat worth 350 000 toward victim turkey syria earthquak read detail,0.1,0.111,0.789,-0.0516,negatif
een maand na de aardbev om de slachtoff van de aardbev te herdenken een kaar bij het raam laten branden voor de komend 10 dagen,0.0,0.0,1.0,0.0,neutral
earthquak magnitud 7 8 7 6 left 44 000 peopl dead turkey 50 000 across syria last month cristiano ronaldo paid tent food packag pillow blanket,0.0,0.17,0.83,-0.6486,negatif
sent plane load care item victim recent earthquak syria turkey paid tent medic suppli warm cloth bed food babi suppli boost aid effort,0.27,0.073,0.657,0.6908,positif
humanitarian gestur portugues saudi star sent plane care item victim affect,0.224,0.147,0.629,0.2732,positif
send 1 000 batteri back unit colleagu turkey unit distribut victim earthquak emerg tent area mobil shop region,0.0,0.116,0.884,-0.2732,negatif
send plane aid earthquak victim,0.0,0.344,0.656,-0.2732,negatif
footbal cristiano ronaldo sent plane load relief item earthquak victim turkey syria,0.204,0.138,0.658,0.25,positif
co op team chariti fundrais karen co op bank princ bishop place set jumbl sale tabl moni go turkey syria earthquak appeal make sure call take look,0.081,0.0,0.919,0.3182,positif
1 month sinc kill 50 000 peopl devast million 100 donat reach children famili rebuild live,0.059,0.25,0.691,-0.6808,negatif
may allah swt reward help vitamin syria turkey gem,0.589,0.0,0.411,0.8225,positif
true leader one serv uae presid famili demonstr except leadership volunt emir red crescent pack aid victim recent earthquak turkey syria,0.117,0.088,0.795,0.1779,positif
month devast peopl gener financi support relief effort find support god affect,0.57,0.0,0.43,0.8625,positif
cristiano ronaldo sent massiv support amid devast earthquak struck north turkey syria via,0.172,0.127,0.701,0.1779,positif
today mission yearbook pc usa offer assist peopl earthquak ravag syria turkey,0.0,0.0,1.0,0.0,neutral
ever sinc two earthquak struck turkey syria februari 6 least 52 000 peopl die 46 100 turkey 6 700 syria million lost home 2 14 000 build collaps danger,0.0,0.345,0.655,-0.891,negatif
hearten see uae presid sheikh khalifa bin zay al nahyan grandchildren lend hand volunt pack relief suppli victim turkey syria earthquak,0.239,0.08,0.682,0.6369,positif
impact pitch unparallel donat support earthquak victim show commit make world better place,0.413,0.111,0.476,0.6908,positif
effort turn one month deadli kill 52 000 peopl via specte visit ap video hub reuter connect video,0.0,0.217,0.783,-0.6908,negatif
damag caus devast earthquak turkey last month set surpass 100 billion,0.0,0.0,1.0,0.0,neutral
damag caus devast earthquak turkey exceed 100 billion u n 52 000 peopl kill feb 6 earthquak mani crush buri sleep,0.0,0.283,0.717,-0.743,negatif
coincid tweet claim take place februari 6 earthquak turkey led believ earthquak predict learn blog link bio,0.0,0.0,1.0,0.0,neutral
salvat armi brass band play front 109 today tomorrow march 8th 9th 6pm 8pm collect donat turkey syria earthquak relief pleas come visit us support,0.272,0.0,0.728,0.802,positif
month earthquak turkey syria chao still reign affect area,0.0,0.0,1.0,0.0,neutral
unit nation report tuesday damag devast earthquak slam turkey syria last month believ cost 100 billion turkey alon,0.0,0.133,0.867,-0.3818,negatif
like peopl forgotten damag turkey syria earthquak heartbreak loss 60 000 live lost news lost mainstream media headlin,0.093,0.463,0.444,-0.8402,negatif
uae school youth make differ incred fundrais effort support victim recent earthquak turkey syria proud stand togeth solidar,0.253,0.092,0.655,0.5719,positif
save date march 31st blowjangl friend put even music rais fund turkey syria follow devast earthquak ticket money plu donat night go straight british red cross,0.265,0.0,0.735,0.8074,positif
kudo brave women turkey syria activ help dedic earthquak zone,0.433,0.0,0.567,0.7269,positif
shero wear cape wear apron go rais thousand pound turkey syria relief incred proud colleagu melek erdal,0.292,0.0,0.708,0.7351,positif
turkey syria earthquak everyday misogyni carri post quak lifeworld,0.0,0.0,1.0,0.0,neutral
help survivor turkey syria earthquak,0.634,0.0,0.366,0.6369,positif
around 50k estim death last month turkey syria earthquak,0.0,0.328,0.672,-0.5994,negatif
princ princess wale visit thank involv aid effort fundrais help commun affect devast earthquak turkey syria,0.271,0.0,0.729,0.6369,positif
new princ princess wale visit thank involv aid effort fundrais help commun affect devast earthquak turkey syria,0.257,0.0,0.743,0.6369,positif
cpw staff gener donat 1 080 turkey syria earthquak appeal well done team would like join us donat dec websit,0.298,0.0,0.702,0.7003,positif
princ princess wale prais amaz commun fundrais famili left homeless devast earthquak turkey syria,0.0,0.0,1.0,0.0,neutral
one month devast earthquak first hit million peopl affect rkiy msf partner local ngo contribut urgent need countri thread,0.091,0.0,0.909,0.2023,positif
princ princess wale visit hay muslim centr thank involv aid effort fundrais help commun affect devast earthquak turkey syria,0.234,0.0,0.766,0.6369,positif
fundrais activ campus support earthquak victim turkey syria read,0.229,0.178,0.593,0.1531,positif
special agenc continu deliv aid follow devast feb 6 quak kill 53 300 peopl two countri farhan haq deputi spokesman un chief,0.102,0.178,0.72,-0.4588,negatif
bt singer popular k pop band bt suga jimin j hope donat gener help victim impact turkey syria earthquak,0.357,0.089,0.553,0.743,positif
magnitud 4 8 earthquak shook citi kayseri turkey,0.0,0.219,0.781,-0.1027,negatif
need containerhous pleas save live tent,0.39,0.0,0.61,0.4939,positif
deepli depress report failur get emerg support aid nw huge intern failur dispar aid alreadi war torn,0.192,0.349,0.46,-0.6249,negatif
turkey syria earthquak relief thank much pick edit pray help feed someon proce collect go directli ngo alt text deet,0.398,0.0,0.602,0.8625,positif
new song recent un estim 1 5million peopl made homeless pleas continu give gener need massiv link comment,0.0,0.0,1.0,0.0,neutral
want congratul ccn sultan rais money disast relief turkey syria cook bake made 664 proud sultan,0.366,0.0,0.634,0.7579,positif
today mark fundrais survivor earthquak devast turkey syria women present close famili friend affect read women stand togeth solidar sisterhood,0.241,0.0,0.759,0.6908,positif
quak death toll near 48 000 turkey 6 000 syria call toll free text 833 obitguy 833 624 8489,0.142,0.168,0.69,-0.1531,negatif
devast kill 50 000 caus resid turkey largest citi question whether prepar major earthquak,0.0,0.266,0.734,-0.6908,negatif
55000 plu death turkey syria earthquak 230 000 build destroy make one deadliest natur disast modern histori deadliest region sinc 526ad happen sever week ago,0.0,0.243,0.757,-0.8126,negatif
turkey syria earthquak direct donat via bank account bank name lloyd account number 88571863 sort code 30 98 97 contact 07378773818 leicest 07981207279 london,0.053,0.0,0.947,0.0772,positif
today 4 3 ceyhan adana week 4 8 rtyol hatay month 6 3 uzunba hatay year 7 8 nurda gaziantep,0.0,0.0,1.0,0.0,neutral
rkiy syria quak migrat chief hail proud brave citizen antakya,0.527,0.0,0.473,0.7783,positif
confirm 55 100 death turkey syria earthquak 230 000 build destroy make one deadliest natur disast modern histori deadliest region sinc 526ad yet nobodi west mention anymor,0.0,0.228,0.772,-0.8126,negatif
direct govern khyber pakhtunkhwa 8 000 relief earthquak victim turkey syria left port qasim instruct provinci govern 20 thousand standard consent purchas,0.199,0.084,0.717,0.4404,positif
monologu written rais money earthquak turkey syria could vote pleas,0.0,0.0,1.0,0.0,neutral
payzon retail encourag custom donat turkey syria earthquak appeal display poster store let custom know donat store use payzon devic find,0.0,0.0,1.0,0.0,neutral
updat offici death toll past 48 000 48 448 includ 6 660 peopl foreign descent mostli presum refuge photo,0.0,0.187,0.813,-0.5994,negatif
1 2 direct govern khyber pakhtunkhwa 8 000 relief earthquak victim turkey syria left port qasim instruct provinci govern 20 thousand standard consent purchas,0.199,0.084,0.717,0.4404,positif
instruct govt kp 8 000 raze quilter sent port qasim earthquak victim turkey syria,0.0,0.149,0.851,-0.2732,negatif
direct govern khyber pakhtunkhwa 8 000 relief earthquak victim turkey syria left port qasim,0.191,0.13,0.679,0.25,positif
way ngo handl first respons earthquak disast turkey syria impress midst mayhem set logist infrastructur medic aid food shelter million peopl,0.127,0.0,0.873,0.4404,positif
instruct khyber pakhtunkhwa govern 8 000 quilt earthquak victim turkey syria left port qasim 20 000 standard quilt procur instruct provinci govern,0.0,0.095,0.905,-0.2732,negatif
accord reuter articl post march 12 54 000 peopl die recent earthquak syria rkiy report also state 115 000 injur million left homeless,0.0,0.151,0.849,-0.5994,negatif
live 7 day purchas print photograph 200 support earthquak relief effort turkey syria,0.367,0.0,0.633,0.7003,positif
instruct govern khyber pakhtunkhwa 8 000 relief earthquak victim turkey syria left port qasim,0.191,0.13,0.679,0.25,positif
team need help everywher will everi save live,0.496,0.0,0.504,0.7096,positif
direct khyber pakhtunkhwa govern 8 000 blanket sent earthquak affect peopl turkey syria port qasim,0.0,0.0,1.0,0.0,neutral
grate dedic partner turkey endro health saglik time great humanitarian need truli proven lab autom made access anywher condit,0.186,0.0,0.814,0.6249,positif
prayer thought support peopl turkey syria devast earthquak matter small pleas help donat one support chariti,0.434,0.0,0.566,0.802,positif
children royal famili pack relief suppli turkey syria earthquak victim dubai world trade centr,0.18,0.122,0.698,0.25,positif
direct govern khyber pakhtunkhwa 8 000 relief earthquak victim turkey syria left port qasim,0.191,0.13,0.679,0.25,positif
relief good dispatch affecte,0.75,0.0,0.25,0.7184,positif
client risk manag compani spoke earlier month impact turkey syria earthquak suppli chain long estim take recov,0.0,0.116,0.884,-0.2732,negatif
mw7 8 largest turkey syria sinc 1950 second largest mw7 6 1999 read 5 largest turkey,0.0,0.0,1.0,0.0,neutral
recent news earthquak turkey 02 06 2023 turkey syria earthquak magnitud 7 8 richter scale note one worst eathquak happen 51003 death earthquak also trigger tsunami,0.0,0.267,0.733,-0.8402,negatif
togeth wrote comment recent earthquak doublet turkey syria let hope event serv remind priorit build seismic code safer futur,0.251,0.0,0.749,0.6908,positif
last 48 hour enter monologu turkey syria check submiss leav clap like,0.185,0.0,0.815,0.3612,positif
rehabilit critic need earthquak affect peopl turkey syria nahar work rehabilit pleas donat gener,0.0,0.139,0.861,-0.2732,negatif
recent earthquak struck turkey syria impact food industri articl effect nut dri fruit product thought affect,0.0,0.118,0.882,-0.25,negatif
nymc commun rais 2 500 collect donat bed winter cloth non perish food item medic suppli provid relief victim earthquak turkey syria,0.128,0.087,0.785,0.25,positif
volunt provid relief support victim,0.586,0.212,0.202,0.5719,positif
print sale benefit sale earthquak effort live,0.333,0.0,0.667,0.4588,positif
seat behind aliyev anoth cheap move turkey similar armenia sent earthquak aid made sure distribut photo show truck pass monument deni commemor turkish victim,0.087,0.08,0.833,0.0516,positif
massiv earth quak could stop elect turkey conspiraci conspiraci lame excus inde ppl like beneficiari,0.128,0.256,0.615,-0.3612,negatif
prime minist shehbaz sharif friday promis aid turkey vow provid maximum assist countri post earthquak rehabilit reconstruct effort 7 8 magnitud earthquak hit region middl,0.0,0.0,1.0,0.0,neutral
aleppo electron artist use heal gaziantep,0.0,0.0,1.0,0.0,neutral
288 peopl die india train crash hardli bother much wan na bother 50 000 die turkey earthquak talk year absolut joke 2023 free puke jike,0.133,0.454,0.413,-0.9217,negatif
hundr die accid site tremend medic logist challeng india first send crew turkey syria recent earthquak instead help share unverifi video cannib,0.176,0.14,0.683,0.0,neutral
earthquak hail flash flood capit belov sultan,0.178,0.0,0.822,0.0772,positif
ukrain build noth decent without western help otherwis send anyth wealth peopl measur gdp per capita know turkey stand advanc infrastructur see good recent earthquak,0.201,0.074,0.725,0.5916,positif
world leader respons death erodan turkey poor handl earthquak putin take peopl war laps judgement happen part life mean account,0.0,0.391,0.609,-0.8979,negatif
earthquak disast syria give help white helmet save live turkey make difficult aid reach syrian continu suffer earthquak need help,0.327,0.202,0.471,0.4019,positif
deserv punish peopl happi muslim death earthquak turkey india india help,0.15,0.406,0.444,-0.6808,negatif
went turkey hv ask manag hold elect bad situat multipl earthquak month ago,0.0,0.226,0.774,-0.5423,negatif
12 hr ago 4 2 hit diyarbak r turkey 5 0km 23 25 bst krdae,0.0,0.0,1.0,0.0,neutral
middl east pray peopl turkey syria continu recov rebuild follow devast earthquak februari,0.161,0.0,0.839,0.3182,positif
devast earthquak rkiy syria left mani helpless anim risk includ poor littl pup act fast bring turkey surgeri pleas let know oper success way recoveri,0.112,0.249,0.638,-0.5423,negatif
86 inflat turkey forc receiv aid eu us amount 90 million earthquak victim exchang erdogan promis accept sweden nato,0.112,0.202,0.687,-0.2732,negatif
zionist nd pagan ur hate toward us hindu comment clearli show insensit nd repli show tini intellect happen daydream heaven pagan help monotheist earthquak turkey,0.267,0.11,0.623,0.6486,positif
one doubt mr richard month ago mr frank forecast earthquak turkey syria closest magnitud sure time forecast possibl specif signal led forecast accur,0.089,0.097,0.814,-0.0516,negatif
13th annual me4unicef chariti gala add nearli 300 000 rais protect children worldwid year fundrais help affect 2023 turkey syria earthquak thank,0.291,0.0,0.709,0.7783,positif
surpris letter student fundrais help syria turkey effort 1 student name lieth abdulrahman pro basebal team member board grate lieth effort suggest fundrais,0.114,0.0,0.886,0.4019,positif
erdogan understand kremlin directli relat terribl earthquak turkey feel sorri,0.0,0.0,1.0,0.0,neutral
forgot turkey earthquak incid,0.0,0.0,1.0,0.0,neutral
serb bend backward help turkey earthquak thank get,0.464,0.0,0.536,0.6369,positif
four month sinc devast earthquak taken place turkey countri yet peopl find food eat clean water drink shelter stay call civil nation civil ass learn anyth,0.089,0.116,0.795,-0.2023,negatif
china quietli help around world thing like emerg aid turkey earthquak februari us done sell weapon threaten everyon us need becom world good guy,0.254,0.15,0.596,0.5106,positif
contribut v give someth especi money order provid achiev someth togeth peopl alreadi contribut 50 000 dollar peopl lost wealth earthquak turkey,0.131,0.094,0.776,0.2263,positif
one build turkey make earthquak year,0.0,0.0,1.0,0.0,neutral
disgust countri help search survivor earthquak deserv,0.397,0.298,0.305,0.0772,positif
2 2 turkey woeful economi give west leverag influenc intern financi institut eu custom union recov earthquak kill 50 000 peopl long pain expens process,0.0,0.353,0.647,-0.8979,negatif
5 spare wateraid local food bank crise yemen war want turkey earthquak local women refug oxfam rnli ripb white helmet msf gorilla rwanda shelter big issu sane mind good caus base human pleas fartag,0.11,0.102,0.787,-0.1779,negatif
tornado hurrican unit state typhoon pacif recent earthquak turkey earthquak chile 1960 studi,0.0,0.0,1.0,0.0,neutral
islamist respond 2 day tag govt offici india respond within 12 hour earth quak humbl contact turkey govt offici,0.0,0.0,1.0,0.0,neutral
seen stuff anti sengun fan sent earthquak turkey alway two side stori,0.158,0.158,0.685,0.0,neutral
part peopl respons ensur enforc regul fail round usual suspect like build reg turkey earthquak,0.124,0.282,0.594,-0.4939,negatif
interest sequenc event 2017 turkey capit citi mayor warn countri target polit motiv attack via manmad earthquak 2022 turkey block nato expans 2023 turkey suffer earthquak bad deadliest event histori,0.072,0.348,0.58,-0.886,negatif
turkey earthquak india help turkey peopl hindu,0.31,0.0,0.69,0.4019,positif
buri earthquak someth heard late peopl rubbl war ukrain earthquak turkey surviv long long time die rather suffoc immedi tbh,0.0,0.302,0.698,-0.8316,negatif
part map israel pretend help turkey disast earth quak steal,0.189,0.322,0.49,-0.2263,negatif
seen great chasm form turkey earthquak africa split earth larg land mass rel short amount time contin broken apart shift peopl anim migrat venic mediterranean,0.136,0.103,0.762,0.25,positif
quit phenomenon turkey right big earthquak blue beam project,0.0,0.0,1.0,0.0,neutral
logic earthquak taliban rule afghanistan flood pakistan earthquak turkey syria meant world side ridicul comment china egypt saudi boycot g20 meet srinagar happen,0.0,0.0,1.0,0.0,neutral
today turkey follow elect god pray heal uniti divid countri still recov devast earthquak may wisdom compass guid new term,0.315,0.0,0.685,0.7783,positif
rocket happen earthquak turkey anoth lie fell,0.0,0.0,1.0,0.0,neutral
hatayspor worst hit team turkey earthquak lost 7 staff member includ christian atsu score last minut winner hour disast 1st seri special report impact footbal life,0.192,0.189,0.619,0.0258,positif
random coincid anadolu show n truck humanitarian aid earthquak background call memori museum martyr turk massacr armenian,0.0,0.0,1.0,0.0,neutral
think lost go bed everi night feel sad empti make pain day day visit hatayspor club fight sad turkey devast earthquak,0.0,0.474,0.526,-0.9246,negatif
empti make pain christian atsu club turkey devast earthquak,0.0,0.292,0.708,-0.5106,negatif
today pray turkey follow recent elect lord god pray heal uniti divid countri still recov devast earthquak may wisdom compass guid new term,0.347,0.0,0.653,0.8442,positif
question worthi world stand turkey recent earthquak erdogan showcas proof connect world turkey win world stood turkey peopl thought vishwaguru stop talk yaar,0.141,0.081,0.778,0.3818,positif
forget god creat earthquak turkey mani dead far nearli 60 000 turkey almost 8 500 syria also make pretti flower,0.086,0.255,0.658,-0.6249,negatif
wonder turkey earthquak,0.0,0.0,1.0,0.0,neutral
think happen allah perhap plan like earthquak turkey crroke fellow,0.217,0.0,0.783,0.3612,positif
thank toni docherti presid share experi take lorri load aid orphanag reyhanli earthquak damag area turkey talk inspir student chariti committe,0.198,0.0,0.802,0.5719,positif
turkey advic travel go uefa champion leagu final istanbul summari page remov earthquak relat info reflect end local state emerg area summari natur,0.151,0.0,0.849,0.5994,positif
spread fals news disservic reader undermin integr journal zain ad highlight import mental health shed light devast earthquak syria turkey seek truth publish,0.183,0.0,0.817,0.5719,positif
turkey advic travel go uefa champion leagu final istanbul summari page remov earthquak relat inform reflect end local state emerg area,0.163,0.0,0.837,0.5994,positif
read alexand ephrussi time insight fieldnot earthquak disast relief among afghan turkey,0.22,0.0,0.78,0.4767,positif
tomorrow mark 4 month sinc earthquak hit turkey syria children left traumat famili struggl child hous provid support hundr children famili togeth aid holist recoveri thank,0.184,0.0,0.816,0.6369,positif
femal unit ndrf sent turkey search rescu mission suffer earthquak women would done job deploy incid happen everi ndrf person inform,0.0,0.149,0.851,-0.5423,negatif
concern conduct pss activ ad yaman hatay malatya support earthquak affect children adult effort includ address stress loss improv children well,0.178,0.19,0.632,-0.0772,negatif
earthquak turkey real indian train crush real russia ukrain war arrang covid 19 origin unit state,0.0,0.282,0.718,-0.6705,negatif
read stori possibl fatal quiescenc told spare strike prose wake februari disastr earthquak one wonder edg possess farsighted,0.0,0.238,0.762,-0.6124,negatif
132 613 number peopl impact earthquak wreak devast across southern northwest commun met food evacu medic care shelter critic suppli,0.191,0.089,0.72,0.34,positif
earthquak creat small canyon instantli turkey year certainli stretch believ god could creat someth like grand canyon quickli use geolog catastroph,0.297,0.0,0.703,0.765,positif
devast earthquak turkey took countless live gamer rais 800k displac applaus hasan piker use power good instead slay boss twitch,0.132,0.0,0.868,0.4404,positif
earthquak activ left turkey regain lost popul,0.0,0.277,0.723,-0.3182,negatif
